city_id,city_name,date,summary,day_number,place_order,place_name,latitude,longitude,travel_minutes_from_prev,travel_mode_from_prev,weather_code,description
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,1,Plaça de Catalunya,,,,,3,"public_space"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,2,Catedral de Barcelona,,,11,walking,3,"tourist_attraction"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,3,Mercat de la Boqueria,,,8,walking,3,"tourist_attraction, restaurant"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,4,100 Montaditos Rambla,,,15,walking,3,"restaurant"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,5,Plaça del Rei,,,12,walking,3,"public_space"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,6,Parc de la Ciutadella,,,9,walking,3,"park"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,7,Arc de Triomf,,,17,walking,3,"tourist_attraction"
1724594040,Barcelona,2026-07-10,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",1,8,Platja de la Barceloneta,,,6,walking,3,"public_space, tourist_attraction"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,1,Plaça d'Espanya,,,,,2,"public_space"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,2,Font Màgica de Montjuïc,,,13,walking,2,"tourist_attraction"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,3,Jardins de Laribal,,,9,walking,2,"park"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,4,Castell de Montjuïc,,,10,walking,2,"tourist_attraction"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,5,Jardins del Mirador del Alcalde,,,23,walking,2,"park"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,6,La Tasqueta de Blai,,,7,walking,2,"restaurant"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,7,Parc de les Tres Xemeneies,,,18,walking,2,"park"
1724594040,Barcelona,2026-07-11,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",2,8,Pizzeria Da Nanni,,,16,walking,2,"restaurant"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,1,Sagrada Família,,,,,3,"tourist_attraction"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,2,Plaça de Gaudí,,,14,walking,3,"park"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,3,Recinte Modernista de Sant Pau,,,3,walking,3,"tourist_attraction"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,4,Macchina Pasta Bar,,,11,walking,3,"restaurant"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,5,Plaça de la Vila de Gràcia,,,18,walking,3,"public_space"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,6,Park Güell,,,9,walking,3,"park, tourist_attraction"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,7,Bunkers del Carmel,,,21,walking,3,"tourist_attraction, public_space"
1724594040,Barcelona,2026-07-12,"A three-day Barcelona mock itinerary focused on walkable landmarks, parks, and casual dining.",3,8,El Rincón de la Abuela,,,17,walking,3,"restaurant"
